Name,Slug,Telegram links
StableXSwap,STAX,https://t.me/stablexfinance
Warlord Token,WLT,https://t.me/WarlordToken_Discussion
SocketFinance,SFI,https://t.me/SocketFinanceOfficial
Morality,MO,https://t.me/MoralityNetwork
YYFI.Protocol,YYFI,https://t.me/YYFI_Protocol
7up,7UP,https://t.me/sevenupfinancechat
DeflaCash,DFC,https://t.me/deflacash_english
Yearn Finance Red Moon,YFRM,https://t.me/YFRM_TOKEN
Passport Finance,PASS,https://t.me/passportfinance
Wizard,WIZ,https://t.me/wizard_tec
Millimeter,MM,https://t.me/makersmarket
Baroin,BRI,https://t.me/Baroin_Global_Official_Community
OLCF,OLCF,https://t.me/olportal_ai
pxUSD Synthetic USD Expiring 1 April 2021,PXUSD-MAR2021,https://t.me/PerlinNetworkChat
YFI Credits Group,YFICG,https://t.me/Techmrjofficial
JSB Foundation,JSB,"https://t.me/jsbfoundation, https://t.me/JSBFoundationGroup"
Bitcoin Trust,BCT,https://t.me/bitcointrust_bct
Simple Masternode Coin,SMNC,https://t.me/smnccoin
Evolution Token,EVO,https://t.me/TheEvolutionOfficial
Dark Energy Crystals,DEC,https://t.me/splinterlandsHQ
TRONbetDice,DICE,https://t.me/WINk_org_official
PUML Better Health,PUML,https://t.me/pumlofficial
TheBigCoin,BIG,https://t.me/thebigcoinpt
Junca cash,JCC,https://t.me/juncafangroup
Clover,CLV,https://t.me/clvfi
JustBet,WINR,https://t.me/just_bet_official
DeFi Gold,DFGL,https://t.me/defigold_main
Dragon Network,DGNN,https://t.me/DragonNetwork
Apiary Fund Coin,AFC,https://t.me/afcoin1
Super Saiya-jin,SSJ,https://t.me/supersaiyantoken
Payou Finance,PAYOU,https://t.me/PayouFinance
DLIKE,DLIKE,https://t.me/dlike_io
AISF,AGT,https://t.me/aisfkr
Gallery Finance,GLF,https://t.me/gallery_finance
BitcoinBam,BTCBAM,https://t.me/btcbamofficialaccount
yRise Finance,YRISE,https://t.me/YriseFinance
LCG,LCG,https://t.me/LCG_ICO_official
dXIOT,DXIOT,https://t.me/xiotri_chat
Sharkcoin,SKN,https://t.me/SharkCoinOfficial
Opalcoin,AUOP,https://t.me/opalcoinnet
YFIA,YFIA,https://t.me/yfia1
YFI Paprika,YFIP,https://t.me/yfipaprika
DXY Finance,DXY,https://t.me/dxyfinance
Yearn Finance Management,YEFIM,"https://t.me/YFI_Management_Chat_1, https://t.me/YFI_Management"
DigiDinar StableToken,DDRST,https://t.me/DigiDinarKuwait
Rush,RUC,https://t.me/RUSHCOINGLOBAL
JNTR/b,JNTR/B,https://t.me/jointer_io
JNTR/e,JNTR/E,https://t.me/jointer_io
Mars Network,MARS,https://t.me/Marsblockchainnetwork
Arbiswap,ASWAP,https://t.me/arbiswapchannel
Yearn Finance Diamond Token,YFDT,https://t.me/yfdiamond
Yearn Finance Network,YFN,https://t.me/yfnetworkdefi
United,UTED,https://t.me/unitedtoken1
Koel Coin,KOEL,https://t.me/koelcoinofficial
Happy Birthday Coin,HBDC,https://t.me/happycoinholdings
Read This Contract,RTC,https://t.me/ReadThisContract
BonezYard,BNZ,https://t.me/BonezYard
Qcore.Finance,QCORE,https://t.me/qcore_finance
TKN Token,TKNT,https://t.me/tknt_official
BillionHappiness,BHC,https://t.me/BillionHappinessOfficial
CRO Predict,CRP,https://t.me/CROPredict
Richway.Finance,RICH,https://t.me/smartwayfinance
Smartway.Finance,SMART,https://t.me/smartwayfinance
Azzure,AZZR,https://t.me/Azzure_profit_Rus
Global Gaming,GMNG,https://t.me/globalgamingplatform
SERGS Governance,SSL,https://t.me/sergsfam
Payship,PSHP,https://t.me/payship
BagSwap,BSWAP,https://t.me/bagswap
Everscale,EVER,https://t.me/EVERSCALE_comm
Nobrainer Finance,BRAIN,https://t.me/NobrainerFinance
1irstGold,1GOLD,"https://t.me/gold4me, https://t.me/my1irstgold"
deCraft Finance,CRAFT,https://t.me/deCraftfinance
Star Pacific Coin,SPC,https://t.me/StarPacificGroup
Talent Token,TTX,https://t.me/ttx_nftofficial
Wolfage Finance Governance Token,WEFI,https://t.me/WolfageFinance
Dandy Dego,DANDY,https://t.me/dego_finance
Juggernaut,JGN,https://t.me/JGNDeFi
LimitSwap,LIMIT,https://t.me/limitswap
MetaAxis,MTA,https://t.me/MetaAxisToken
NovaDeFi,NMT,https://t.me/nova_defi
USDL,USDL,https://t.me/LGCYNetwork
Decore,DCORE,https://t.me/decorev1
Reflex,RFX,https://t.me/reflextoken
Yearn-finance Infrastructure Labs,YLAB,https://t.me/yfi_labs
Heavens Gate,HATE,https://t.me/HEAVENSGATEFI
YFED.Finance,YFED,https://t.me/YFEDGROUP
Jiviz,JVZ,https://t.me/jivizcoinofficial
TrueCAD,TCAD,https://t.me/joinchat/E76cWETja1gnr2JNfZxPQg
TrueGBP,TGBP,https://t.me/E76cWETja1gnr2JNfZxPQg
OWL Token,OWL,https://t.me/StealthSwapETH
Dark.Build v1,DARK,https://t.me/darkbuild
ArgenPeso,ARGP,https://t.me/argenpeso
YFPRO Finance,YFPRO,https://t.me/yield_farm
Novo Token,NOVO,https://t.me/novodefi
Yield Stake Finance,YI12,https://t.me/yi12_chat
YFOS.finance,YFOS,https://t.me/yfosfinance
YeaFinance,YEA,https://t.me/yeafinace
Onigiri,ONIGIRI,https://t.me/OnigiriSwap_Official
Cyclops Treasure,CYTR,https://t.me/CyclopsFinance
Moonbase,MBBASED,https://t.me/basedmoney
ZAC,ZAC,https://t.me/onecashofficial
YFI Product Token,YFIP,https://t.me/yfi_product
Wrapped ANATHA,WANATHA,https://t.me/projectanatha
YFET,YFET,https://t.me/YFETFinance
Kirobo,KIRO,https://t.me/kirobo
KlayCity ORB,ORB,https://t.me/klaycity
YFMoonBeam,YFMB,https://t.me/yfmoonbeam
Street Cred,CRED,https://t.me/coincred
Satopay Yield Token,SPY,https://t.me/SPYtoken
Yearn Land,YLAND,https://t.me/ylandfinance
Steaks Finance,STEAK,https://t.me/steaksfinancechat
Coinwaycoin,CAN,https://t.me/CANOFFICIALGROUP
Epic,EPIC,https://t.me/epiccoin
Pajama.Finance,PJM,https://t.me/Pajamafinance_chat
Consensus Cell Network,ECELL,https://t.me/ecellsg
CryptoWater,C2O,https://t.me/CryptoWaterSi
Morpher,MPH,https://t.me/morpher_io
Flamingo Finance,FLM,https://t.me/flamingo_finance
Karaganda Token,KRG,https://t.me/krg_token
SpokLottery,SPKL,https://t.me/SPOKparkKorea1001361
S.Finance,SFG,https://t.me/SFinanceEN
UNII Finance,UNII,https://t.me/uniifinance
BMJ Master Nodes,BMJ,https://t.me/bmj012
Puriever,PURE,https://t.me/puriever
Safari,SFR,https://t.me/safari_official
Bidao,BID,https://t.me/bidaoofficial
SwapShip,SWSH,https://t.me/swapship
YFII Gold,YFIIG,https://t.me/YFIIGOLDCASHANDSILVER
Grafsound,GSMT,"https://t.me/grafsound, https://t.me/token_gsmt"
Bullers Coin,BLCC,https://t.me/blchelp
X Protocol,POT,https://t.me/XPredictMarket
CY Finance,CYF,https://t.me/CYFinance
YFF.Finance,YFF,https://t.me/YFFarm
Many Worlds Token,MANY,https://t.me/manyworldstokenofficial
Contribute,TRIB,https://t.me/tribtoken
Rare Pepe,RPEPE,https://t.me/rpepetoken
DeFi Firefly,DFF,https://t.me/defifirefly
Tcbcoin,TCFX,https://t.me/tcbtradechannel
Chicken,KFC,https://t.me/chickenswap
Istardust,ISDT,https://t.me/istardust_global
Basid Coin,BASID,https://t.me/basidcoin
Burger Swap,BURGER,https://t.me/burgerswap
Kassia Home,KASSIAHOME,https://t.me/pylonfinance
WenBurn,WENB,https://t.me/wenburn
Digital Currency Daily,DCD,https://t.me/digitalcurrencydaily
YFIX.finance,YFIX,https://t.me/yfixfinance
BoutsPro,BOUTS,https://t.me/boutspro
484 Fund,ERROR,https://t.me/ndxfi
Beaxy,BXY,https://t.me/Beaxy
CanYaCoin,CAN,https://t.me/canyacoin
LABS Group,LABS,https://t.me/labsgroupio
Nano,XNO,https://t.me/nanocurrency
Crypto Accept,ACPT,https://t.me/cryptoacceptCHAT
Samurai,SAM,https://t.me/samurai_swap
Pilnette,PVG,https://t.me/pilnettegroup
Hatch DAO,HATCH,https://t.me/hatchdao
MCI Coin,MCI,https://t.me/mciplatform
ETF Dao,TFD,https://t.me/ETFDAO
Diagon,DGN,https://t.me/diagonio
Helgro,HGRO,https://t.me/helgroofficial
PayAccept,PAYT,https://t.me/Payaccept
Hope Token,HOPE,https://t.me/HopeTokenChat
oneVBTC,ONEVBTC,https://t.me/ichifarm
oneWING,ONEWING,https://t.me/ichifarm
vVSP,VVSP,https://t.me/vesperfinance
Standard Protocol,STND,https://t.me/standard_protocol
KeyFi,KEYFI,https://t.me/keyfi_ai
Taco Cat,TACOCAT,https://t.me/TacoCatCrew
Forestry Token,FORESTRY,https://t.me/forestrytoken
Charitas,CHAR,https://t.me/charitasfund
Wallstreetbets.com,WSB,https://t.me/wallstreetbetsDEX
upBNB,UPBNB,https://t.me/rootkitfinance
Sarcophagus,SARCO,https://t.me/sarcophagusio
oneETH,ONEETH,https://t.me/ichifarm
Token Echo,ECHO,https://t.me/TokenEchoOfficial
CumRocket,CUMMIES,https://t.me/cumrocket
ModiHost,AIM,https://t.me/ModiHost
ComfyToken,COMFY,https://t.me/comfytokenchat
Showcase Token,SHO,https://t.me/Showcasechat
Rug Busters,RUGBUST,https://t.me/Rug_Busters
Legacy oneBTC,ONEBTC,https://t.me/ichifarm
Silver Gateway,SVS,https://t.me/SilverGateway
OXO.Farm,OXO,https://t.me/oxo_farm
Disciplina,DSCP,https://t.me/disciplinachain
The Crypto Prophecies,TCP,https://t.me/cryptoprophecies
New USDf,USDF,https://t.me/dollarprotocol
NAOS Finance,NAOS,https://t.me/naos_finance
Fair Safe,FSAFE,https://t.me/fairsafe
MemePad,MEPAD,https://t.me/memepadofficial
MoonStar,MOONSTAR,https://t.me/moonstarchat
xDitto,XDITTO,https://t.me/dittomoney
DSCVR.Finance,DSCVR,https://t.me/DSCVRFinance
PantherSwap,PANTHER,https://t.me/PantherSwapAnn
ChesterCoin,CTRFI,https://t.me/chester_finance
Altura,ALU,https://t.me/alturanft
Impermax,IMX,https://t.me/ImpermaxFinance
Roul Token,ROUL,https://t.me/roulettedefi
Buildin,BIN,https://t.me/buildinofficial
Bafe.io,BAFE,https://t.me/Bafeio
Nicheman,NICHEMAN,https://t.me/NichemanBSC
JB Protocol,JBP,https://t.me/jbprotocol
ThunderBolt,BOLT,https://t.me/ThunderBoltBurn
The Lab Finance,LABO,https://t.me/thelabfinance
Full Send,FULLSEND,https://t.me/fullsendcrypto
Eclipse,ECP,https://t.me/eclipsetokenofficial
B.Protocol,BPRO,https://t.me/bprotocol_tg
Maker Basic,MKB,https://t.me/MakerBasic_MKB
Memes Token,MEMES,https://t.me/MemesTokenOfficial
Sheesha Finance (BEP20),SHEESHA,https://t.me/Sheesha_Finance
YMAX,YMAX,https://t.me/ymaxfinance
UNIFI DeFi,UNIFI,https://t.me/UnifiDeFi
CoinAnalyst,COY,https://t.me/CoinAnalyst
Kryptobellion,KRYPTO,https://t.me/kryptobellion_nft
Pippi Finance,PIPI,https://t.me/pippishrimp_swap
Maple,MPL,https://t.me/maplefinance
Cerberus Finance,CCF,https://t.me/CerberusCoin
Media Network,MEDIA,https://t.me/Media_FDN
Sleepy Sloth Finance,SLEEPY,https://t.me/sleepyslothfinance
Crypto Kombat,KOMBAT,https://t.me/crypto_kombat
PolyDoge,POLYDOGE,https://t.me/polydoge
Bitcratic Revenue,BCTR,https://t.me/Bitcratic
RI Token,RI,https://t.me/xiotri_chat
2GoShi,2GOSHI,https://t.me/twogoshi
Niubiswap,NIU,https://t.me/niubiswap1
EarnDeFi,EDC,https://t.me/earndefiheco
ZilChess,ZCH,https://t.me/zilchess
Lympo Market Token,LMT,https://t.me/lympo
Valkyrie Network,VAL,https://t.me/vswapglobal
Ares Protocol,ARES,"https://t.me/AresProtocolLab, https://t.me/AresProtocolAnnouncements"
Yearn Compounding veCRV yVault,YVBOOST,https://t.me/yearnfinance
Feeder Finance,FEED,https://t.me/FeederFinance
yTSLA Finance,YTSLA,https://t.me/ytslatoken
Kush Finance,KSEED,https://t.me/kush_finance
Finswap,FNSP,https://t.me/finswap
XSwap,XSP,https://t.me/nowex_io
Giftedhands,GHD,https://t.me/GiftedHandsTokenGroup
Velo,VELO,https://t.me/veloprotocol
Super Hero,SH,https://t.me/NftHero
NFT Alley,ALLEY,https://t.me/nftalley
UnityDAO,UTY,https://t.me/OfficialUNTDAO
Ducato Protocol Token,DUCATO,https://t.me/DUCATO_Channel
Shill,POSH,https://t.me/shillWin
Solarys,SOLA,https://t.me/solarys
Degenerate Money,DEGENR,https://t.me/degeneratemoney
CCSwap,CC,https://t.me/ccswapofficial
Si14Bet,SI14,https://t.me/si14betinvest
GaiaDAO,GAIA,https://t.me/gaiadao
Realfinance Network,REFI,https://t.me/refi_network
PixelPotus,PXL,https://t.me/pixelpotus
AzeusX,AZX,https://t.me/azeusincchannel
CrossPad,CROSS,"https://t.me/CrossPadAnnouncement, https://t.me/CrossPad"
TreeDefi,SEED,https://t.me/treedefi
ORAO Network,ORAO,https://t.me/ORAOcommunity
EpiK Protocol,EPK,https://t.me/EpikProtocol
Stabilize BSC,STBB,https://t.me/stabilizeprotocol
BakeryTools,TBAKE,https://t.me/mybakerytools
WanSwap,WASP,https://t.me/wanswap_official
Wrapped ATROMG8,WAG8,https://t.me/My_Atronocom_World
Baguette,BAG,https://t.me/Baguette_AVAX
GlobalGive,GGIVE,https://t.me/GGIVEcommunity
Sensible Finance,SENSI,https://t.me/sensi_fi
Aquari,AQUARI,https://t.me/aquariofficial
Rentible,RNB,https://t.me/rentible
LOCGame,LOCG,https://t.me/loc_game
SnowgeCoin,SNOWGE,https://t.me/snowgecoin
GreenTrust,GNT,https://t.me/greentrusttoken
Life Token,LTN,https://t.me/LifeTokenTG
Verso,VSO,https://t.me/versofinance
MarsDAO,MDAO,"https://t.me/MarsDAO_channel, https://t.me/MarsDAO_chat"
CaramelSwap,MEL,https://t.me/CaramelFinance
XTG World,XTG,https://t.me/XTGcoin
Tycoon,TYC,https://t.me/Tycoon_Official
ReChain,RECH,https://t.me/Rechainfi
AEN Smart Token,AENS,https://t.me/AENCO
CrossFi,CRFI,https://t.me/crossfimain_en
XBN Community Token,XBC,https://t.me/XBXforeveryone
Jack Token,JACK,https://t.me/jackchat
BlackHole Protocol,BLACK,https://t.me/BlackholeProtocolOfficial
TradeStars,TSX,https://t.me/tradestarsok
Polycat Finance,FISH,https://t.me/PolycatFinance
Adamant,ADDY,https://t.me/adamantfinance
Moonshot,MOONSHOT,https://t.me/MoonShotChat
JDI Token,JDI,https://t.me/jediyield
CoShi Inu,COSHI,https://t.me/corgishibadog
Helicopter Finance,COPTER,https://t.me/Helicopter_Finance
Crypto Puzzles,CPTE,https://t.me/cryptopuzzlle
LlamaSwap,LAMA,https://t.me/llamaswap
Ganesha Token,GNSH,https://t.me/gnshdiscussions
Pussy Financial,PUSSY,https://t.me/pussyfinancialofficial
Gorilla Diamond,GDT,https://t.me/gorilladiamond
Acent,ACE,https://t.me/AcentChannel
CryptoCart V2,CCV2,"https://t.me/cryptocartann, https://t.me/cryptocartcc"
Review Capital,RECAP,https://t.me/RECAPCommunity
PolyStar,POLYSTAR,https://t.me/poly_star
DungeonSwap,DND,https://t.me/dungeonswap
Retro DEFI,RCUBE,"https://t.me/UniRocket_RCUBE, https://t.me/retrodefibsc"
Anti-Lockdown,FREE,https://t.me/ANTILOCKDOWNOFFICIAL
ProSwap,PROS,https://t.me/proswapcommunity
Lunar Highway,LUNAR,https://t.me/lunarhighway
Infinity Protocol BSC,INFINITY,https://t.me/infinityprotocol
Smartworth,SMARTWORTH,https://t.me/smartworthglobal
pCATv3,PCATV3,https://t.me/pcat_tokens
PolyVolve Finance,SPR,https://t.me/polyvolve
Lydia Finance,LYD,https://t.me/lydiafinance
Hamtaro,HAMTARO,https://t.me/HamtaroBSC
Unicly Beeple Collection,UBEEPLE,https://t.me/unicly_community
TaoDAO,TAO,https://t.me/TaoDAO_Finance
Feta Token,FETA,https://t.me/FetaToken
UniFarm,UFARM,https://t.me/unifarm
Gondola Finance,GDL,https://t.me/gondola_finance
Omni Consumer Protocol,OCP,https://t.me/ocpcorp
Secured MoonRat Token,SMRAT,https://t.me/MoonRatFinance
Xiglute Coin,XGC,https://t.me/xiglutecoin
PlumCake Finance,PLUM,https://t.me/plum_cake
Butter Token,BUTTER,https://t.me/milk_token
Milk Token,MILK,https://t.me/milk_token
Plethori,PLE,https://t.me/plethori
Oviex,OVI,https://t.me/Oviex
Horizon Dollar,HZD,https://t.me/HorizonDollar1
Sage Finance,SAFT,https://t.me/sagefinance_discussion
LimeSwap,LIME,https://t.me/lime_swap
RedChillies,REDC,https://t.me/redchilliesREDC
Clover Finance,CLV,https://t.me/clv_en
bitFlowers,PETAL,https://t.me/bitFlowers
Orfano,ORFANO,https://t.me/OrfanoToken
AlgoPainter,ALGOP,https://t.me/algopainter
TrustPad,TPAD,https://t.me/TrustPad
NFTSwaps,SWAPS,https://t.me/nftswaps_io
Universal Basic Income,UBI,https://t.me/proofhumanity
Regiment Finance,RTF,https://t.me/regimentfinance
Bulk Network,BULK,"https://t.me/BulkNetworkIntl, https://t.me/bulknetwork"
PactSwap,PACT,https://t.me/PACT_token_community
W3bPUSH,W3B,https://t.me/W3bPush
BarbecueSwap,BBQ,https://t.me/barbecueswapfinance
BlueWizard,WIZ,https://t.me/bluwizardCoin
MocktailSwap,MOK,https://t.me/MocktailSwap
JaguarSwap,JAGUAR,https://t.me/jaguarswap_main
Atlantic Finance,ATFI,https://t.me/atlanticfinance
Ziticoin,ZITI,https://t.me/Ziticoin
PalGold,PALG,"https://t.me/playandlike_global, https://t.me/playandlikepal"
Growing.fi,GROW,https://t.me/growingfiofficial
Privapp Network,BPRIVA,https://t.me/PrivappNetworkGlobal
Securabyte Protocol,SBYTE,https://t.me/securabyteupdates
Casper Network,CSPR,https://t.me/casperblockchain
ExchangeCoin,EXCC,https://t.me/cryptoxchangernet
Oiler,OIL,https://t.me/oiler_official
Ispolink,ISP,https://t.me/ispolink
Blizzard,XBLZD,https://t.me/BlizzardMoney
Cheecoin,CHEE,https://t.me/cheecoinchat
Dogefather,DOGEFATHER,https://t.me/dogefatherBSC
xxxNifty,NSFW,https://t.me/xxxnifty_official
Lion Token,LION,https://t.me/liontokens
Happy Coin,HAPPY,https://t.me/happy_coinTG
Smart Token,SMART,https://t.me/presalemoney
MoonPirate,MOONPIRATE,https://t.me/MoonPirate
Shih Tzu,SHIH,https://t.me/shihtoken
FairLunar,FLUNAR,https://t.me/FairLunar
Saferune,SAFERUNE,https://t.me/SafeRuneOfficialChat
Viper,VIPER,https://t.me/VenomDAO
Elons,ELONS,https://t.me/elonstoken
GMR Finance (OLD),GMR,https://t.me/gmrfinance
SeedSwap,SNFT,https://t.me/SeedSwapOfficial
EarlyBSC,EBSC,https://t.me/lithiumventures
Echo Token,ECHO,https://t.me/echodapp
SafeLight,SAFELIGHT,https://t.me/officialsafelight
PinkElon,PINKE,https://t.me/pinkelon
dFund,DFND,https://t.me/dFundProject
Greenheart CBD,CBD,https://t.me/greenheart_cbd
Candela Coin,CLA,https://t.me/candelacoindiscussion
Kanva,KNV,https://t.me/KanvaOfficial
Chi Gastoken (BSC),CHI,https://t.me/OneInchNetwork
PorkSwap,PSWAP,https://t.me/porkswap
Dirty Finance,DIRTY,https://t.me/DIRTYFIN
Vira-Lata Finance,REAU,https://t.me/viralatafinance_eng
Blackberry Token,BB,https://t.me/BlackberryBSC
NIA Token,NIA,https://t.me/koinoNIAns
Hachiko,HACHIKO,https://t.me/hachiko_bsc
Royal Protocol,ROY,https://t.me/ROYprotocol
Mifty Swap,MFY,"https://t.me/Mifty_Swap_Announcement, https://t.me/Mifty_Swap_Community"
RichieRich Coin,RICH,https://t.me/richierichbsc
SafePluto,SAFEPLUTO,https://t.me/safeplutoofficial
Donkey,DONK,https://t.me/donkeytoken
ShibaPup,SHIBAPUP,https://t.me/shibapupdog
SafeIcarus,SAFEICARUS,https://t.me/safeicarus
Raptor Finance,RAPTOR,https://t.me/PhilosoRaptorToken
Lever Network,LEV,https://t.me/LeverNetwork
Wider Coin,WDR,"https://t.me/WiderCoinInternationalDesk, https://t.me/Widercoindesk"
My DeFi Pet,DPET,https://t.me/mydefipet
DiamondToken,DIAMOND,https://t.me/TheDiamondToken
Phoenix Defi Finance,PNIXS,"https://t.me/PhoenixDefiAnnouncement, https://t.me/PhoenixDefiFinanceCommunity"
DefiDrop,DROPS,https://t.me/DefiDropOfficial
Rizen Coin,RZN,https://t.me/coinrizen
PolyMoon,POLYMOON,https://t.me/polymoontg
Gaj Finance,GAJ,"https://t.me/gajfinanceANN, https://t.me/gajfinance"
Feed Token,FEED,https://t.me/FEEDtokenBSC
HolderSwap,HFS,https://t.me/holder_finance
Loser Coin,LOWB,"https://t.me/loser_coin_english, https://t.me/loser_coin_lowb, https://t.me/loser_coin"
XX Platform,XXP,https://t.me/xxplatform_en
Wasder,WAS,https://t.me/WasderOfficial
AiWork,AWO,https://t.me/Aiwork_Community
Kp0rNetwork,KP0R,https://t.me/KP0R_bsc
Sanshu Inu,SANSHU,https://t.me/SanshuInu
UpDog,UPDOG,https://t.me/UpDogBsc
Dfyn Network,DFYN,https://t.me/Dfyn_HQ
SafeBank,SAFEBANK,https://t.me/SafeBank
Kineko,KKO,https://t.me/KinekoDefi
Blocktyme,BTYM,https://t.me/blocktyme
CateCoin,CATE,https://t.me/catecoin
bscShiba,BSHIBA,https://t.me/bscshiba1
Pryz,PRYZ,https://t.me/pryztokenofficial
WeStarter,WAR,https://t.me/westarter_official
CarbonDEFI,CARBO,"https://t.me/carbondefiannounce, https://t.me/carbondefigroup"
PANGEA Cleanup Coin,POC,https://t.me/PANGEAOceanClean
GAPTT,GAPT,https://t.me/GAPTCHAT
BIOPset,BIOP,https://t.me/BIOPset
Williecoin,WILLIE,https://t.me/WillieCoinOfficial
BNB Diamond,BNBD,https://t.me/bnbdiamond
SaveTheWorld,SAVE,https://t.me/SaveTheWorldToken
Terran Coin,TRR,https://t.me/terrancoin
Swirge Finance,SWFI,https://t.me/swirgepay
Ziwax,ZWX,https://t.me/ZiwaxToken
ZCore Finance,ZEFI,https://t.me/ZCoreFinance
AuroraToken,AURORA,https://t.me/blueswapfinance
Tnos Coin,TNO,https://t.me/tnos_crypto_discussions
LuckTogether,LUCK,https://t.me/lucktogether
CryptoBlades,SKILL,https://t.me/cryptoblades_general
Lixir Finance,LIX,https://t.me/lixirfinance
Polylastic,POLX,https://t.me/polylastic
PERI Finance,PERI,https://t.me/peri_global
Internet Computer,ICP,https://t.me/DFinity
Peach Finance,PEECH,https://t.me/PeachFinance
BitMinutes,BMT,https://t.me/Bitminuteschat
Jindoge,JINDOGE,https://t.me/jindogecoin
Xpose Protocol,XP,https://t.me/XposeProtocol
Shibaken Finance,SHIBAKEN,https://t.me/shibakens
World of Waves,WOW,https://t.me/world_of_waves
PolyPanda,BAMBOO,https://t.me/polypandafarm
Dog Owner,DOGOWN,https://t.me/DogOwnerBSC
Wilder World,WILD,https://t.me/wilder_world
Vixco,VIX,"https://t.me/vixcokorea, https://t.me/koreavixco"
HotDoge [OLD],HOTDOGE,https://t.me/HotDogeBsc
Hummingbird Finance,HMNG,https://t.me/hummingbirdbsc
Safelogic,SAFELOGIC,https://t.me/safe_logic
MORPHOSE,MORPH,https://t.me/morphosecash
xWIN Finance,XWIN,https://t.me/xwinfinance
PolyShark Finance,SHARK,https://t.me/PolySharkFinance
Kabosu,KABOSU,https://t.me/kabosuchat
Jomon Shiba,JSHIBA,https://t.me/jomonshiba
Rebound,REBOUND,https://t.me/ReboundOfficial
Astro Dragon,DRAGN,https://t.me/AstroDragonBSC
Baby Shark Tank,BASHTANK,https://t.me/therealbabysharktank
Solarfare,SLF,https://t.me/SolarFareFinance
Polkarare,PRARE,https://t.me/PolkaRARE
BunnyPark,BP,https://t.me/bunnyparkbsc01
CURE farm,CURE,https://t.me/CUREFarm
Waytom,WTM,https://t.me/waytomsocial
Klondike Bond,KBOND,https://t.me/klondike_discussion
